"source";"translation";"type";"module";"status";"customer"
"Undefined table name";"Undefined table name";"S";"";"T";"N"
"Undefined $option";"Undefined $option";"S";"";"T";"N"
"Table alias must by defined";"Table alias must by defined";"S";"";"T";"N"
"equals";"equals";"B";"";"T";"N"
"not equals";"does not equal";"S";"";"T";"N"
"is like";"is like";"S";"";"T";"N"
"is not like";"is not like";"B";"";"T";"N"
"is greater";"is greater";"S";"";"T";"N"
"is lower";"is lower";"S";"";"T";"N"
"is greater or equal";"is greater or equal";"S";"";"T";"N"
"is lower or equal";"is lower or equal";"S";"";"T";"N"
"is";"is";"S";"";"T";"N"
"is in";"is in";"S";"";"T";"N"
"Template";"Template";"B";"";"T";"N"
"Unable to save template '%s'";"Unable to save template '%s'";"S";"";"T";"N"
"Template '%s' saved";"Template '%s' saved";"S";"";"T";"N"
"Filter does not exist";"Filter does not exist";"S";"";"T";"N"
"Filter saved";"Filter saved";"S";"";"T";"N"
"Filter added";"Filter added";"S";"";"T";"N"
"Field";"Field";"S";"";"T";"N"
"Code";"Code";"B";"";"T";"N"
"New field";"New field";"S";"";"T";"N"
"Can not create field";"Can not create field";"S";"";"T";"N"
"%s row(s) successfully deleted";"%s row(s) successfully deleted";"S";"";"T";"N"
"Active view changed";"Active view changed";"S";"";"T";"N"
"Error while changing active view";"Error while changing active view";"S";"";"T";"N"
"View does not exist";"View does not exist";"S";"";"T";"N"
"Default view can not be modified";"Default view can not be modified";"S";"";"T";"N"
"Error while saving view ";"Error while saving view ";"S";"";"T";"N"
"Default view can not be deleted";"Default view can not be deleted";"S";"";"T";"N"
"Error while deltting view";"Error while deleting view";"S";"";"T";"N"
"View deleted";"View deleted";"S";"";"T";"N"
