"source";"translation";"type";"module";"status";"customer"
"Failed to save wallpaper with error %s";"Nepodařilo se uložit pozadí s chybou %s";"S";"";"T";"N"
"Wallpaper saved.";"Pozadí uloženo.";"S";"";"T";"N"
"Side bar saved";"Postranní panel uložen";"S";"";"T";"N"
"Windows saved";"Okno uloženo";"S";"";"T";"N"
"Quick Launch saved";"Rychlé spuštění uloženo";"S";"";"T";"N"
"File does not exist";"Soubor neexistuje";"S";"";"T";"N"
"File was successfully uploaded";"Soubor úspěšne uploadován";"S";"";"T";"N"
"Unsupported gadget";"Nepodporovaný gadget";"S";"";"T";"N"
"Gadget";"Gadget";"B";"";"N";"N"
"Gadget added";"Gadget přidán";"S";"";"T";"N"
"Failed to close gadget";"Nepodařilo se zavřít gadget";"S";"";"T";"N"
"Gadget successfully closed";"Gadget úspěšně uzavřen";"S";"";"T";"N"
"Docking";"Ukotvení";"S";"";"T";"N"
"Gadgets saved";"Gadgety uloženy";"S";"";"T";"N"
"Create Account";"Vytvořit účet";"B";"";"T";"N"
"Create Database";"Vytvořit databázi";"B";"";"T";"N"
"Could not create database. %s";"Nelze vytvořit databázi. %s";"S";"";"T";"N"
"doesnt exist's";"neexistuje";"S";"";"T";"N"
"Internal error";"Interní chyba";"B";"";"T";"N"
"Error during database creation.";"Chyba při vytváření databáze.";"S";"";"T";"N"
"OK";"OK";"B";"";"N";"N"
"Failed to read headers of CSF file %s";"Nepodařilo se přečíst CSF hlavičky souboru file %s";"S";"";"T";"N"
"Could not change permissions %s";"Nelze změnit přístup %s";"S";"";"T";"N"
"Could not open file";"Soubor nelze otevřít";"S";"";"T";"N"
"Could not read file";"Soubor nelze přečíst";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Přetáčení není podporováno tímto souborovým streamem";"S";"";"T";"N"
"File %s does not exist.";"Soubor %s neexistuje.";"S";"";"T";"N"
"Failed to read file %s";"Selhalo čtení souboru %s";"S";"";"T";"N"
"Could not create directory %s";"Nelze vytvořit adresář %s";"S";"";"T";"N"
"Level";"Úroveň";"S";"";"T";"N"
"Message";"Zpráva";"B";"";"T";"N"
"File";"Soubor";"S";"";"T";"N"
"Line";"Řádek";"B";"";"T";"N"
"Group ID";"ID skupiny";"B";"";"T";"N"
"Log event";"Záznam událostí";"S";"";"T";"N"
"Event(s) are deleted";"Události smazány";"S";"";"T";"N"
"No event(s) to delete";"Žádná událost ke smazání";"S";"";"T";"N"
"Debug event(s) are deleted";"Události ladění jsou vymazány";"S";"";"T";"N"
"No debug event(s) to delete";"Nejsou zde žádné události ladění k vymazání";"S";"";"T";"N"
"Mail Account Name";"Název e-mailového účtu";"S";"";"T";"N"
"From Name";"Z názvu";"B";"";"T";"N"
"From Email";"Z emailu";"S";"";"T";"N"
"Use SMTP protocol";"Použít SMTP protokol";"S";"";"T";"N"
"SMTP Server";"SMTP server";"B";"";"T";"N"
"SMTP Port";"SMTP port";"B";"";"T";"N"
"SMTP Authentication";"SMTP ověření";"S";"";"T";"N"
"Use SSL connection";"Použít SSL spojení";"S";"";"T";"N"
