"source";"translation";"type";"module";"status";"customer"
"Select account";"Chọn tài khoản";"B";"";"T";"N"
"Authentication failed";"Xác thực không thành công";"S";"";"T";"N"
"User authenticated. Logging in.";"Người dùng đã xác thực. Đăng nhập";"S";"";"T";"N"
"You entered invalid username";"Bạn đã điền sai tên đăng nhập";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"Within a few minutes you will receive instructions on how to reset your password.";"S";"";"N";"N"
"Your password was changed. Go back to login dialog and login.";"Mật khẩu của bạn đã được thay đổi. Trở lại để đăng nhập.";"S";"";"T";"N"
"Logout error";"Đăng xuất lỗi";"S";"";"T";"N"
"Logout successful";"Đăng xuất thành công";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"Yêu cầu mật khẩu không hợp lệ. Bạn phải yêu cầu lấy lại mật khẩu một lần nữa trước khi thiết lập mật khẩu.";"S";"";"T";"N"
"User account not approved yet";"Tài khoản người dùng chưa được chấp thuận";"S";"";"T";"N"
"Unsupported";"Không được hỗ trợ";"S";"";"T";"N"
"Import file is not defined";"Tập tin để nhập không xác định";"S";"";"T";"N"
"Export data";"Xuất dữ liệu";"B";"";"T";"N"
"Data was successfully exported to file %s";"Dữ liệu được xuất thành công vào tập tin %s";"S";"";"T";"N"
"File name";"Tên Tập tin";"B";"";"T";"N"
"Modules";"Modules";"S";"";"N";"N"
"Size";"kích thước";"S";"";"T";"N"
"Could not create account. (%s)";"Không thể tạo tài khoản. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Thư mục %s là không có khả năng ghi bởi người sử dụng máy chủ web. Xin vui lòng loại bỏ nó, hoặc thiết lập quyền ghi.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"Không thể xóa bộ lọc %s";"S";"";"T";"N"
"%s filter(s) successfully deleted";"Bộ lọc %s đã được xóa thành công";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Không để tải tài khoản email mặc định. Xin vui lòng kiểm tra cài đặt tài khoản mail của bạn.";"S";"";"T";"N"
"View name must be unique";"View name phải là duy nhất";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"Chiều dài tối đa của %s trong %s là %s";"S";"";"T";"N"
"Relation constraint";"Mối quan hệ ràng buộc";"S";"";"T";"N"
"must be unique";"phải là duy nhất";"S";"";"T";"N"
"Error changing theme";"Lỗi thay đổi theme";"S";"";"T";"N"
"Theme changed";"Theme đã thay đổi";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"Xóa %s hình nền thất bại";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s hình nền đã được xóa";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"Không thể lưu hình nền với lỗi %s";"S";"";"T";"N"
"Wallpaper saved.";"Hình nền đã được lưu";"S";"";"T";"N"
"Side bar saved";"Side bar đã được lưu";"S";"";"T";"N"
"Windows saved";"Cửa sổ đã được lưu";"S";"";"T";"N"
"Quick Launch saved";"Quick Launch đã được lưu";"S";"";"T";"N"
"File does not exist";"Tập tin không tồn tại";"S";"";"T";"N"
"File was successfully uploaded";"Tập tin được tải lên thành công";"S";"";"T";"N"
"Unsupported gadget";"Tiện ích không được hỗ trợ";"S";"";"T";"N"
"Gadget";"Tiện ích";"B";"";"T";"N"
"Gadget added";"Tiện ích bổ sung";"S";"";"T";"N"
"Failed to close gadget";"Không để đóng tiện ích";"S";"";"T";"N"
"Gadget successfully closed";"Tiện ích đóng thành công";"S";"";"T";"N"
"Docking";"Docking";"S";"";"N";"N"
"Gadgets saved";"Tiện ích đã được lưu";"S";"";"T";"N"
"Create Account";"Tạo tài khoản";"B";"";"T";"N"
"Create Database";"Tạo cơ sở dữ liệu";"B";"";"T";"N"
"Could not create database. %s";"Không thể tạo cơ sở dữ liệu. %s";"S";"";"T";"N"
"doesnt exist's";"không tồn tại";"S";"";"T";"N"
"Internal error";"Internal Error";"B";"";"N";"N"
"Error during database creation.";"Lỗi trong quá trình tạo cơ sở dữ liệu.";"S";"";"T";"N"
"OK";"OK";"B";"";"N";"N"
